Indicador,Nombre Indicador,Clave área geográfica,Entidad,Municipio,Periodo,Valor,Excepción,Unidad de medida,Frecuencia,Information Status,Referencias
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/09,95.1892432,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/08,99.09917429,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/07,99.31090872,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/06,99.68684396,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/05,100.3152516,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/04,95.47931854,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/03,99.09222301,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/02,94.07903492,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2012/01,94.6746292,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2011/12,98.81574672,,Índice de volumen físico base 2013=100,Mensual,,/a  /f1  /r1  
